category,scientific_name,common_names,conservation_status
Vascular Plant,Sporobolus clandestinus,Rough Dropseed,Conserved
Vascular Plant,Sporobolus compositus var. compositus,Dropseed,Conserved
Vascular Plant,Sporobolus indicus,Smutgrass,Conserved
Vascular Plant,Sporobolus indicus var. indicus,Smut Grass,Conserved
Vascular Plant,Sporobolus vaginiflorus var. ozarkanus,Ozark Dropseed,Conserved
Vascular Plant,Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",Conserved
Vascular Plant,Tridens flavus var. chapmanii,Chapman's Purple Top,Conserved
Vascular Plant,Tridens flavus var. flavus,Purple Top,Conserved
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,Conserved
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat, Common Wheat, Wheat",Conserved
Vascular Plant,Uniola laxa,Slender Spikegrass,Conserved
Vascular Plant,Vulpia bromoides,"Fescue, Brome Fescue, Brome Six-Weeks Grass, Desert Fescue",Conserved
Vascular Plant,Vulpia myuros,"Rattail Fescue, Foxtail Fescue, Rattail Fescue, Rat-Tail Fescue, Rat-Tailed Fescue",Conserved
Vascular Plant,Vulpia octoflora,"Annual Fescue, Eight-Flower Six-Weeks Grass, Pullout Grass, Sixweeks Fescue, Sixweeks Grass",Conserved
Vascular Plant,Vulpia octoflora var. glauca,Sixweeks Fescue,Conserved
Vascular Plant,Vulpia octoflora var. octoflora,Sixweeks Fescue,Conserved
Vascular Plant,Sparganium americanum,"American Bur-Reed, Bur-Reed",Conserved
Vascular Plant,Sparganium androcladum,"Branching Bur-Reed, Bur-Reed",Conserved
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,Conserved
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail, Broadleaf Cattail, Cattail, Common Cattail",Conserved
Vascular Plant,Xyris torta,"Twisted Yellow-Eyed-Grass, Yellow-Eyed Grass",Conserved
Vascular Plant,Asplenium montanum,Mountain Spleenwort,Conserved
Vascular Plant,Asplenium pinnatifidum,Lobed Spleenwort,Conserved
Vascular Plant,Asplenium platyneuron,Ebony Spleenwort,Conserved
Vascular Plant,Asplenium resiliens,"Black-Stem Spleenwort, Black-Stemmed Spleenwort",Conserved
Vascular Plant,Asplenium rhizophyllum,"Walking Fern, Walking-Fern Spleenwort",Conserved
Vascular Plant,Asplenium ruta-muraria,"Wall-Rue, Wallrue Spleenwort",Conserved
Vascular Plant,Asplenium trichomanes ssp. trichomanes,Maidenhair Spleenwort,Conserved
Vascular Plant,Woodwardia areolata,"Netted Chain Fern, Netted Chainfern",Conserved
Vascular Plant,Woodwardia virginica,"Virginia Chain Fern, Virginia Chainfern",Conserved
Vascular Plant,Dennstaedtia punctilobula,"Eastern Hay-Scented Fern, Hay-Scented Fern",Conserved
Vascular Plant,Pteridium aquilinum,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",Conserved
Vascular Plant,Pteridium aquilinum var. latiusculum,Bracken Fern,Conserved
Vascular Plant,Pteridium aquilinum var. pseudocaudatum,Bracken Fern,Conserved
Vascular Plant,Dryopteris campyloptera,"Mountain Wood Fern, Mountain Wood-Fern",Conserved
Vascular Plant,Dryopteris celsa,Log Fern,Conserved
Vascular Plant,Dryopteris cristata,"Crested Shield-Fern, Crested Woodfern",Conserved
Vascular Plant,Dryopteris goldiana,"Goldie Woodfern, Goldie's Fern",Conserved
Vascular Plant,Dryopteris intermedia,"Evergreen Woodfern, Intermediate Wood Fern",Conserved
Vascular Plant,Dryopteris marginalis,"Marginal Wood Fern, Marginal Wood-Fern",Conserved
Vascular Plant,Dryopteris X separabilis,Hybrid Wood Fern,Conserved
Vascular Plant,Polystichum acrostichoides,Christmas Fern,Conserved
Vascular Plant,Onoclea sensibilis,Sensitive Fern,Conserved
Vascular Plant,Pleopeltis polypodioides,Resurrection Fern,Conserved
Vascular Plant,Pleopeltis polypodioides ssp. michauxiana,Resurrection Fern,Conserved
Vascular Plant,Polypodium appalachianum,Rock Polypody,Conserved
Vascular Plant,Polypodium virginianum,Rock Polypody,Conserved
Vascular Plant,Adiantum pedatum,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Conserved
Vascular Plant,Cheilanthes alabamensis,Alabama Lip Fern,Conserved
Vascular Plant,Cheilanthes lanosa,"Hairy Lip Fern, Hairy Lipfern",Conserved
Vascular Plant,Cheilanthes tomentosa,"Woolly Lip Fern, Woolly Lipfern",Conserved
Vascular Plant,Pellaea atropurpurea,"Purple Cliff-Brake, Purple-Stem Cliff-Brake",Conserved
Vascular Plant,Pellaea glabella,Dwarf Cliffbrake,Conserved
Vascular Plant,Vittaria appalachiana,"Appalachian Shoestring Fern, Appalachian Vittaria",Conserved
Vascular Plant,Phegopteris connectilis,Northern Beech Fern,Conserved
Vascular Plant,Phegopteris hexagonoptera,Broad Beech Fern,Conserved
Vascular Plant,Thelypteris noveboracensis,New York Fern,Conserved
Vascular Plant,Thelypteris palustris var. pubescens,Eastern Marsh Fern,Conserved
Vascular Plant,Thelypteris simulata,Bog Fern,Conserved
Vascular Plant,Athyrium filix-femina ssp. asplenioides,Southern Lady Fern,Conserved
Vascular Plant,Cystopteris bulbifera,Bulblet Fern,Conserved
Vascular Plant,Cystopteris protrusa,Lowland Brittle Fern,Conserved
Vascular Plant,Cystopteris tennesseensis,Tennessee Bladderfern,Conserved
Vascular Plant,Deparia acrostichoides,"Silvery Glade Fern, Silvery Spleenwort",Conserved
Vascular Plant,Diplazium pycnocarpon,Glade Fern,Conserved
Vascular Plant,Woodsia obtusa,"Blunt-Lobe Woodsia, Blunt-Lobed Cliff Fern",Conserved
Vascular Plant,Platanus occidentalis,Sycamore,Conserved
Vascular Plant,Berberis canadensis,American Barberry,Conserved
Vascular Plant,Berberis thunbergii,Japanese Barberry,Conserved
Vascular Plant,Berberis vulgaris,"Common Barberry, European Barberry",Conserved
Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,Conserved
Vascular Plant,Diphylleia cymosa,"Umbrella Leaf, Umbrella-Leaf",Conserved
Vascular Plant,Jeffersonia diphylla,Twinleaf,Conserved
Vascular Plant,Mahonia bealei,Chinese Mahonia,Conserved
Vascular Plant,Nandina domestica,"Heavenly Bamboo, Nandina",Conserved
Vascular Plant,Podophyllum peltatum,"May Apple, May-Apple",Conserved
Vascular Plant,Cocculus carolinus,"Red-Berried Moonseed, Snailseed, Coralbead",Conserved
Vascular Plant,Menispermum canadense,"Canada Moonseed, Moonseed",Conserved
Vascular Plant,Adlumia fungosa,Climbing Fumitory,Conserved
Vascular Plant,Corydalis flavula,"Corydalis, Golden Corydalis",Conserved
Vascular Plant,Corydalis micrantha ssp. australis,Smallflower Fumewort,Conserved
Vascular Plant,Corydalis sempervirens,Pale Corydalis,Conserved
Vascular Plant,Dicentra canadensis,"Squirrel Corn, Squirrel-Corn",Conserved
Vascular Plant,Dicentra cucullaria,"Dutchman's Breeches, Dutchman's Britches",Conserved
Vascular Plant,Dicentra eximia,Bleeding Heart,Conserved
Vascular Plant,Papaver dubium,Blindeyes,Conserved
Vascular Plant,Papaver hybridum,Round Pricklyhead Poppy,Conserved
Vascular Plant,Sanguinaria canadensis,Bloodroot,Conserved
Vascular Plant,Stylophorum diphyllum,Celandine Poppy,Conserved
Vascular Plant,Aconitum uncinatum,"Monk's Hood, Blue Monkshood",Conserved
Vascular Plant,Actaea pachypoda,White Baneberry,Conserved
Vascular Plant,Anemone lancifolia,"Lance-Leaved Wood Anemone, Mountain Thimble-Weed",Conserved
Vascular Plant,Anemone quinquefolia,Wood Anemone,Conserved
Vascular Plant,Anemone virginiana,"Thimbleweed, Virginia Anemone",Conserved
Vascular Plant,Aquilegia canadensis,"Columbine, Wild Columbine",Conserved
Vascular Plant,Aquilegia vulgaris,European Columbine,Conserved
Vascular Plant,Clematis dioica,Cabellos De Angel,Conserved
Vascular Plant,Clematis glaucophylla,Waxy-Leaved Clematis,Conserved
Vascular Plant,Clematis ochroleuca,Curlyheads,Conserved
Vascular Plant,Clematis terniflora,Clematis,Conserved
Vascular Plant,Clematis viorna,"Leatherflower, Vase-Vine Leather-Flower",Conserved
Vascular Plant,Clematis virginiana,"Virginia Virgin-Bower, Virgin's Bower",Conserved
Vascular Plant,Consolida ajacis,Garden Larkspur,Conserved
Vascular Plant,Delphinium exaltatum,Tall Larkspur,Species of Concern
Vascular Plant,Delphinium tricorne,Dwarf Larkspur,Conserved
Vascular Plant,Hepatica nobilis,Hepatica,Conserved
Vascular Plant,Hepatica nobilis var. acuta,Sharp-Lobed Hepatica,Conserved
Vascular Plant,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,Conserved
Vascular Plant,Hydrastis canadensis,Golden Seal,Conserved
Vascular Plant,Ranunculus abortivus,"Kidney-Leaved Buttercup, Small-Flowered Buttercup",Conserved
Vascular Plant,Ranunculus acris,"Tall Buttercup, Tall Butter-Cup",Conserved
Vascular Plant,Ranunculus allegheniensis,"Allegheny Early Buttercup, Allegheny Mountain Crowfoot",Conserved
Vascular Plant,Ranunculus bulbosus,"Bulbous Buttercup, Bulbous Butter-Cup",Conserved
Vascular Plant,Ranunculus fascicularis,Early Buttercup,Conserved
Vascular Plant,Ranunculus harveyi,Harvey's Buttercup,Conserved
Vascular Plant,Ranunculus hispidus,"Bristly Buttercup, Hispid Buttercup",Conserved
Vascular Plant,Ranunculus hispidus var. hispidus,Hairy Buttercup,Conserved
Vascular Plant,Ranunculus hispidus var. nitidus,"Carolina Buttercup, Northern Swamp Buttercup",Conserved
Vascular Plant,Ranunculus laxicaulis,"Mississippi Butter-Cup, Weak-Stemmed Buttercup",Conserved
Vascular Plant,Ranunculus parviflorus,"Small-Flower Butter-Cup, Small-Flowered Buttercup",Conserved
Vascular Plant,Ranunculus pusillus,"Aquatic Buttercup, Pursh Buttercup",Conserved
Vascular Plant,Ranunculus recurvatus,"Hooked Buttercup, Hooked Crowfoot",Conserved
Vascular Plant,Ranunculus repens,"Creeping Buttercup, Creeping Butter-Cup, Creeping Buttercup",Conserved
Vascular Plant,Ranunculus sardous,Hairy Buttercup,Conserved
Vascular Plant,Thalictrum clavatum,"Brook Meadowrue, Mountain Meadow-Rue",Conserved
Vascular Plant,Thalictrum coriaceum,"Leatherleaf Meadowrue, Stalked-Fruited Meadowrue",Conserved
Vascular Plant,Thalictrum dioicum,Early Meadowrue,Conserved
Vascular Plant,Thalictrum pubescens,King Of The Meadow,Conserved
Vascular Plant,Thalictrum revolutum,"Waxleaf Meadowrue, Waxyleaf Meadowrue",Conserved
Vascular Plant,Thalictrum thalictroides,"Rue-Anemone, Windflower",Conserved
Vascular Plant,Trautvetteria caroliniensis,"Carolina Tassel-Rue, False Bugbane, Carolina Bugbane, Carolina Tassel-Rue, Falsebugbane",Conserved
Vascular Plant,Xanthorhiza simplicissima,"Shrub Yellowroot, Shrubby Yellow-Root",Conserved
Vascular Plant,Cannabis sativa,"Hemp, Marijuana, Marijuana, Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot",Conserved
Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",Conserved
Vascular Plant,Celtis occidentalis,Common Hackberry,Conserved
Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,Conserved
Vascular Plant,Elaeagnus angustifolia,Russian Olive,Conserved
Vascular Plant,Elaeagnus umbellata,Autumn Olive,Conserved
Vascular Plant,Broussonetia papyrifera,Paper Mulberry,Conserved
Vascular Plant,Maclura pomifera,"Osageorange, Osage-Orange",Conserved
Vascular Plant,Morus alba,White Mulberry,Conserved
Vascular Plant,Morus rubra,Red Mulberry,Conserved
Vascular Plant,Ceanothus americanus,New Jersey Tea,Conserved
Vascular Plant,Frangula caroliniana,Carolina Buckthorn,Conserved
Vascular Plant,Agrimonia gryposepala,"Large-Fruited Agrimony, Tall Hairy Groovebur",Conserved
Vascular Plant,Agrimonia microcarpa,Smallfruit Agrimony,Conserved
Vascular Plant,Agrimonia parviflora,"Small-Flower Groovebur, Small-Flowered Agrimony",Conserved
Vascular Plant,Agrimonia pubescens,"Hairy Agrimony, Soft Groovebur",Conserved
Vascular Plant,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",Conserved
Vascular Plant,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",Conserved
Vascular Plant,Amelanchier canadensis,Canadian Serviceberry,Conserved
Vascular Plant,Amelanchier laevis,"Allegheny Serviceberry, Allegheny Service-Berry",Conserved
Vascular Plant,Amelanchier sanguinea,"Roundleaf Shadbush, Round-Leaved Shadbush",Conserved
Vascular Plant,Aphanes microcarpa,Alchemilla,Conserved
Vascular Plant,Argentina anserina,Silverweed,Conserved
Vascular Plant,Aronia arbutifolia,"Hairy Chokeberry, Red Chokeberry",Conserved
Vascular Plant,Aronia melanocarpa,Black Chokeberry,Conserved
Vascular Plant,Aronia X prunifolia,Purple Chokeberry Hybrid,Conserved
Vascular Plant,Aruncus dioicus,"Common Goatsbeard, Oat's Beard",Conserved
Vascular Plant,Chaenomeles speciosa,Flowering Quince,Conserved
Vascular Plant,Choenomeles speciosa,Flowering Quince,Conserved
Vascular Plant,Crataegus calpodendron,"Limestone Hawthorn, Pear Hawthorn",Conserved
Vascular Plant,Crataegus crus-galli,"Cockspur Hawthorn, Cock-Spur Thorn",Conserved
Vascular Plant,Crataegus flabellata,Fanleaf Hawthorn,Conserved
Vascular Plant,Crataegus intricata,Biltmore's Hawthorn,Conserved
Vascular Plant,Crataegus iracunda,Stolonbearing Hawthorn,Conserved
Vascular Plant,Crataegus macrosperma,"A Hawthorn, Scarlet Hawthorn",Conserved
Vascular Plant,Crataegus mollis,"Arnold Hawthorn, Downy Hawthorn, Red Hawthorn",Conserved
Vascular Plant,Crataegus pinetorum,"A Hawthorn, Hawthorn",Conserved
Vascular Plant,Crataegus pruinosa,Triangle-Leaved Hawthorn,Conserved
Vascular Plant,Crataegus punctata,Round-Leaved Hawthorn,Conserved
Vascular Plant,Crataegus uniflora,Dwarf Hawthorn,Conserved
Vascular Plant,Duchesnea indica,"Barren Strawberry, Indian Mock-Strawberry",Conserved
Vascular Plant,Filipendula rubra,"Queen Of The Prairie, Queen-Of-The-Prairie",Conserved
Vascular Plant,Fragaria vesca,"Thin-Leaved Strawberry, Woodland Strawberry",Conserved
Vascular Plant,Fragaria virginiana,"Virginia Strawberry, Wild Strawberry, Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",Conserved
Vascular Plant,Geum aleppicum,Yellow Avens,Conserved
Vascular Plant,Geum aleppicum var. strictum,Avens,Conserved
Vascular Plant,Geum canadense,White Avens,Conserved
Vascular Plant,Geum radiatum,"Mountain Avens, Spreading Avens",Endangered
Vascular Plant,Geum vernum,"Early Avens, Spring Avens",Conserved
Vascular Plant,Geum virginianum,"Pale Avens, Small-Flowered Avens",Conserved
Vascular Plant,Kerria japonica,"Japanese-Rose, Kerria",Conserved
Vascular Plant,Malus angustifolia,"Narrowleaf Crabapple, Southern Crabapple",Conserved
Vascular Plant,Malus coronaria,Northern Crabapple,Conserved
Vascular Plant,Malus pumila,"Apple, Common Apple, Paradise Apple",Conserved
Vascular Plant,Photinia floribunda,Purple Chokeberry,Conserved
Vascular Plant,Photinia melanocarpa,Black Chokeberry,Conserved
Vascular Plant,Photinia pyrifolia,Red Chokeberry,Conserved
Vascular Plant,Physocarpus opulifolius,"Eastern Ninebark, Ninebark",Conserved
Vascular Plant,Porteranthus stipulatus,"American Ipecac, Indian Physic",Conserved
Vascular Plant,Porteranthus trifoliatus,"Bowman's Root, Bowman's-Root",Conserved
Vascular Plant,Potentilla argentea,"Silver Cinquefoil, Silver Cinquefoil, Silver-Leaf Cinquefoil",Conserved
Vascular Plant,Potentilla canadensis,"Canada Cinquefoil, Dwarf Cinquefoil",Conserved
Vascular Plant,Potentilla norvegica,"Norwegian Cinquefoil, Rough Cinquefoil, Norwegian Cinquefoil",Conserved
Vascular Plant,Potentilla recta,"Rough-Fruited Cinquefoil, Sulphur Cinquefoil, Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",Conserved
Vascular Plant,Potentilla simplex,"Common Cinquefoil, Old-Field Cinquefoil",Conserved
Vascular Plant,Prunus,"Chokecherry, Plum",Conserved
Vascular Plant,Prunus americana,"American Plum, Wild Plum",Conserved
Vascular Plant,Prunus angustifolia,Chickasaw Plum,Conserved
Vascular Plant,Prunus avium,Sweet Cherry,Conserved
Vascular Plant,Prunus cerasus,"Sour Cherry, Sour Red Cherry",Conserved
Vascular Plant,Prunus hortulana,Hortulan Plum,Conserved
Vascular Plant,Prunus munsoniana,"Munson Plum, Wild-Goose Plum",Conserved
Vascular Plant,Prunus pensylvanica,"Fire Cherry, Pin Cherry",Conserved
Vascular Plant,Prunus persica,Peach,Conserved
Vascular Plant,Prunus serotina,"Black Cherry, Wild Black Cherry",Conserved
Vascular Plant,Prunus triloba,Flowering Almond,Conserved
Vascular Plant,Prunus virginiana,"Choke Cherry, Chokecherry",Conserved
Vascular Plant,Pyrus,Pear,Conserved
Vascular Plant,Pyrus calleryana,Callery Pear,Conserved
Vascular Plant,Pyrus communis,"Common Pear, Pear",Conserved
Vascular Plant,Rosa arkansana,"Arkansas Rose, Prairie Rose",Conserved
Vascular Plant,Rosa canina,Dog Rose,Conserved
Vascular Plant,Rosa carolina,Carolina Rose,Conserved
Vascular Plant,Rosa centifolia,Cabbage Rose,Conserved
Vascular Plant,Rosa eglanteria,"Sweet Brier, Sweetbrier, Sweetbriar Rose",Conserved
Vascular Plant,Rosa micrantha,Smallflower Sweetbrier,Conserved
Vascular Plant,Rosa multiflora,"Multiflora Rose, Rambler Rose",Conserved
Vascular Plant,Rosa palustris,Swamp Rose,Conserved
Vascular Plant,Rosa setigera,Prairie Rose,Conserved
Vascular Plant,Rosa wichuraiana,Memorial Rose,Conserved
Vascular Plant,Rubus allegheniensis,"Allegheny Blackberry, Hairy Blackberry",Conserved
Vascular Plant,Rubus alumnus,"A Bramble, Blackberry",Conserved
Vascular Plant,Rubus argutus,"A Bramble, Highbush Blackberry",Conserved
Vascular Plant,Rubus baileyanus,Bailey's Dewberry,Conserved
Vascular Plant,Rubus canadensis,Smooth Blackberry,Conserved
Vascular Plant,Rubus flagellaris,Northern Dewberry,Conserved
Vascular Plant,Rubus frondosus,Yankee Blackberry,Conserved
Vascular Plant,Rubus hispidus,"Bristley Dewberry, Swamp Dewberry",Conserved
Vascular Plant,Rubus idaeus ssp. strigosus,American Red Raspberry,Conserved
Vascular Plant,Rubus occidentalis,"A Bramble, Black Raspberry",Conserved
Vascular Plant,Rubus odoratus,"Purple Flowering Raspberry, Purple-Flowering Raspberry",Conserved
Vascular Plant,Rubus phoenicolasius,"Wine Raspberry, Wineberry",Conserved
Vascular Plant,Rubus suus,Jennison's Blackberry,Conserved
Vascular Plant,Rubus trivialis,Southern Dewberry,Conserved
Vascular Plant,Rubus trux,"A Bramble, Truculent Blackberry",Conserved
Vascular Plant,Sibbaldiopsis tridentata,Shrubby Fivefingers,Conserved
Vascular Plant,Sorbus americana,American Mountain-Ash,Conserved
Vascular Plant,Sorbus aucuparia,"European Mountain-Ash, Rowan Tree",Conserved
Vascular Plant,Spiraea japonica,Japanese Spiraea,Conserved
Vascular Plant,Spiraea prunifolia,"Bridal-Wreath, Spiraea",Conserved
Vascular Plant,Spiraea tomentosa,Steeplebush,Conserved
Vascular Plant,Spiraea vanhouttei,Van-Houtte's Spiraea,Conserved
Vascular Plant,Spiraea virginiana,Virginia Spiraea,Threatened
Vascular Plant,Waldsteinia fragarioides ssp. doniana,Barren Strawberry,Conserved
Vascular Plant,Ulmus alata,Winged Elm,Conserved
Vascular Plant,Ulmus americana,American Elm,Conserved
Vascular Plant,Ulmus pumila,Siberean Elm,Conserved
Vascular Plant,Ulmus rubra,Slippery Elm,Conserved
Vascular Plant,Boehmeria cylindrica,"Button-Hemp, False Nettle, False Nettle",Conserved
Vascular Plant,Laportea canadensis,"Wood Nettle, Wood-Nettle",Conserved
Vascular Plant,Parietaria pensylvanica,"Pellitory, Pennsylvania Pellitory, Pennsylvania Pellitory",Conserved
Vascular Plant,Pilea pumila,"Canada Clearweed, Richweed, Clearweed",Conserved
Vascular Plant,Urtica dioica,Stinging Nettle,Conserved
Vascular Plant,Buckleya distichophylla,Piratebush,Species of Concern
Vascular Plant,Comandra umbellata,Bastard Toadflax,Conserved
Vascular Plant,Phoradendron leucarpum,American Mistletoe,Conserved
Vascular Plant,Pyrularia pubera,"Buffalo-Nut, Buffalo-Nut, Oil-Nut",Conserved
Vascular Plant,Rhus aromatica,Fragrant Sumac,Conserved
Vascular Plant,Rhus copallina,"Dwarf Sumac, Shining Sumac",Conserved
Vascular Plant,Rhus copallinum,Flameleaf Sumac,Conserved
Vascular Plant,Rhus copallinum var. copallinum,Shining Or Winged Sumac,Conserved
Vascular Plant,Rhus copallinum var. latifolia,Shining Or Winged Sumac,Conserved
Vascular Plant,Rhus glabra,Smooth Sumac,Conserved
Vascular Plant,Rhus hirta,Staghorn Sumac,Conserved
Vascular Plant,Rhus typhina,Staghorn Sumac,Conserved
Vascular Plant,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Conserved
Vascular Plant,Poncirus trifoliata,Trifoliate Orange,Conserved
Vascular Plant,Ptelea trifoliata,Common Hoptree,Conserved
Vascular Plant,Zanthoxylum americanum,"Northern Prickley Ash, Prickly-Ash",Conserved
Vascular Plant,Acer leucoderme,Chalk Maple,Conserved
Vascular Plant,Acer negundo,"Boxelder, Box-Elder",Conserved
Vascular Plant,Acer nigrum,Black Maple,Conserved
Vascular Plant,Acer pensylvanicum,"Striped Maple, Striped Maple, Moosewood",Conserved
Vascular Plant,Acer platanoides,Norway Maple,Conserved
Vascular Plant,Acer rubrum var. rubrum,Red Maple,Conserved
Vascular Plant,Acer rubrum var. trilobum,Trident Maple,Conserved
Vascular Plant,Acer saccharinum,Silver Maple,Conserved
Vascular Plant,Acer saccharum,Sugar Maple,Conserved
Vascular Plant,Acer spicatum,Mountain Maple,Conserved
Vascular Plant,Aesculus flava,Yellow Buckeye,Conserved
Vascular Plant,Aesculus glabra,Ohio Buckeye,Conserved
Vascular Plant,Aesculus pavia,Red Buckeye,Conserved
Vascular Plant,Aesculus sylvatica,Painted Buckeye,Conserved
Vascular Plant,Ailanthus altissima,Tree-Of-Heaven,Conserved
Vascular Plant,Liquidambar styraciflua,"Sweet Gum, Sweetgum",Conserved
Vascular Plant,Hylotelephium erythrostictum,"Garden Orpine, Garden Stonecrop",Conserved
Vascular Plant,Hylotelephium spectabile,Chang Yao Ba Bao,Conserved
Vascular Plant,Hylotelephium telephioides,Allegheny Stonecrop,Conserved
Vascular Plant,Hylotelephium telephium,"Vit-Toujours, Witch's Moneybags",Conserved
Vascular Plant,Sedum acre,"Gold-Moss, Mossy Stonecrop",Conserved
Vascular Plant,Sedum pulchellum,Widowscross,Conserved
Vascular Plant,Sedum sarmentosum,"Stonecrop, Stringy Stonecrop",Conserved
Vascular Plant,Sedum spectabile,Showy Stonecrop,Conserved
Vascular Plant,Sedum telephium,"Garden Stonecrop, Orpine",Conserved
Vascular Plant,Sedum ternatum,"Wild Stonecrop, Wood Stonecrop",Conserved
Vascular Plant,Ribes aureum var. villosum,"Buffalo Currant, Missouri Currant",Conserved
Vascular Plant,Ribes cynosbati,Prickly Gooseberry,Conserved
Vascular Plant,Ribes glandulosum,Skunk Currant,Conserved
Vascular Plant,Ribes rotundifolium,"Appalachian Gooseberry, Round-Leaved Currant",Conserved
Vascular Plant,Ribes rubrum,Cultivated Currant,Conserved
Vascular Plant,Myriophyllum aquaticum,Parrot-Feather,Conserved
Vascular Plant,Myriophyllum spicatum,Spike Watermilfoil,Conserved
Vascular Plant,Fothergilla major,"Mountain Witchalder, Mountain Witch-Alder",Conserved
Vascular Plant,Hamamelis virginiana,"American Witch-Hazel, Witch-Hazel",Conserved
Vascular Plant,Itea virginica,"Sweet-Spire, Tasselwhite, Virginia Willow",Conserved
Vascular Plant,Penthorum sedoides,"Ditch Stonecrop, Ditch-Stonecrop",Conserved
Vascular Plant,Astilbe biternata,"False Goat's Beard, False Goat's-Beard",Conserved
Vascular Plant,Boykinia aconitifolia,Brook Saxifrage,Conserved
Vascular Plant,Chrysosplenium americanum,"American Golden-Saxifrage, Golden Saxifrage",Conserved
Vascular Plant,Heuchera americana,"Alumroot, American Alumroot",Conserved
Vascular Plant,Heuchera longiflora,"Alumroot, Long-Flower Alumroot",Conserved
Vascular Plant,Heuchera pubescens,"Alumroot, Downy Alumroot",Conserved
Vascular Plant,Heuchera villosa,Hairy Alumroot,Conserved
Vascular Plant,Mitella diphylla,"Bishop's Cap, Two-Leaf Bishop's-Cap",Conserved
Vascular Plant,Saxifraga careyana,"Carey Saxifrage, Carey's Saxifrage",Conserved
Vascular Plant,Saxifraga caroliniana,Carolina Saxifrage,Species of Concern
Vascular Plant,Saxifraga michauxii,"Michaux Saxifrage, Michaux's Saxifrage",Conserved
Vascular Plant,Saxifraga micranthidifolia,"Brook Lettuce, Lettuce-Leaf Saxifrage",Conserved
Vascular Plant,Saxifraga virginiensis var. virginiensis,Early Saxifrage,Conserved
Vascular Plant,Tiarella cordifolia,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",Conserved
Vascular Plant,Tiarella cordifolia var. collina,Wherry's Foamflower,Conserved
Vascular Plant,Tiarella cordifolia var. cordifolia,Foamflower,Conserved
Vascular Plant,Lygodium palmatum,"American Climbing Fern, Climbing Fern",Conserved
Vascular Plant,Selaginella apoda,Meadow Spike-Moss,Conserved
Vascular Plant,Selaginella rupestris,Northern Selaginella,Conserved
Vascular Plant,Calystegia sepium,Hedge Bindweed,Conserved
Vascular Plant,Calystegia spithamaea,Low Bindweed,Conserved
Vascular Plant,Cuscuta compacta,"Bracted Dodder, Sessile Dodder",Conserved
Vascular Plant,Cuscuta gronovii,"Dodder, Gronovius Dodder",Conserved
Vascular Plant,Cuscuta pentagona var. pentagona,Field Dodder,Conserved
Vascular Plant,Cuscuta rostrata,Beaked Dodder,Conserved
Vascular Plant,Ipomoea coccinea,"Red Morning-Glory, Scarlet Morning-Glory",Conserved
Vascular Plant,Ipomoea lacunosa,"Small White Morning-Glory, Small-Flower White Morning-Glory",Conserved
Vascular Plant,Ipomoea pandurata,"Big-Root Morning-Glory, Man Of The Earth",Conserved
Vascular Plant,Ipomoea purpurea,"Common Morning-Glory, Purple Morning-Glory",Conserved
Vascular Plant,Ipomoea quamoclit,Cypressvine,Conserved
Vascular Plant,Datura stramonium,Jimson Weed,Conserved
Vascular Plant,Lycopersicon esculentum,"Garden Tomato, Tomato",Conserved
Vascular Plant,Nicandra physalodes,"Apple Of Peru, Apple-Of-Peru",Conserved
Vascular Plant,Physalis angulata,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",Conserved
Vascular Plant,Physalis grisea,Strawberry-Tomato,Conserved
Vascular Plant,Physalis heterophylla,"Clammy Ground-Cherry, Ground-Cherry",Conserved
Vascular Plant,Physalis longifolia var. subglabrata,Smooth Ground-Cherry,Conserved
Vascular Plant,Physalis pruinosa,Strawberry-Tomato,Conserved
Vascular Plant,Physalis pubescens var. integrifolia,Husk Tomato,Conserved
Vascular Plant,Physalis virginiana,Virginia Ground-Cherry,Conserved
Vascular Plant,Solanum carolinense,"Carolina Horse-Nettle, Horse-Nettle",Conserved
Vascular Plant,Solanum dulcamara,"Bitter Nightshade, Bittersweet Nightshade, Blue Nightshade, Climbing Nightshade, European Bittersweet, Fellenwort, Woody Nightshade",Conserved
Vascular Plant,Solanum lycopersicum var. lycopersicum,Garden Tomato,Conserved
Vascular Plant,Solanum ptychanthum,Nightshade,Conserved
